Glosse	Nr	Stichwörter	Bedeutungen	Einheit	Untereinheit	BS	BE	LU	SG	ZH	Movie	Stufe
8194	wehren	wehren, widerspenstig, verteidigen, auflehnen	(V.) sich wehren, widerspenstig sein, sich verteidigen, sich sperren, auflehnen (allgemein)$z.B.$- gegen eine Neuerung sich sperren, wehren$- sich gegen einen Angreifer wehren$- er wehrte sich, gegen einen unfairen Entscheid	•	•	•	•	•	Verb	4	b	3
435	weiblich	weiblich	(Adj.) weiblich (Geschlechtsbezeichnung)	•	•	•	•	•	Körper, Adj._Adv.	4	b	3
557	weich	weich	(Adj.) weich, nicht streng, lässt vieles durchgehen (Charakter Person)$z. B. Der Lehrer ist weich, nicht streng mit den Schülern.$(Adj.) weich (z.B. Stoff, Bekleidung, Leder)	•	•	•	•	•	Charakter, Adj._Adv.	1	c	3
5895	Weihnachtsferien	Weihnachtsferien	(N.) Weihnachtsferien	•	•	•	•	•	Reisen, Nomen	3	a	3
5775	Weissrussland_int	Weissrussland	(N., Name) Weissrussland (Land) (auch internationale Gebärde)	•	•	•	•	•	Geografie, Name, Nomen	4	d	3
5948	wellig	wellig, Wellen	(Adj.) wellig (Haar)$(N.) Wellen (Haar)	•	•	•	•	•	Körper, Adj._Adv.	1	a	3
998	Welt	Welt, Globus	(N.) Welt, Globus	•	•	•	•	•	Geografie, Nomen	4	d	3
5015	werfen	werfen, fortwerfen	(V.) werfen, fortwerfen (Grundform)	•	•	•	•	•	Verb	4	d	3
6264	Werken_1	Werken	(N.) Werken (Schulfach)	•			•	•	Schule, Nomen	3	c	3
6669	Werken_2	Werken	(N.) Werken (Schulfach)	•					Schule, Nomen	3	c	3
6726	Werken_3	Werken	(N.) Werken (Schulfach)		•				Schule, Nomen	3	c	3
5941	Werken_4	Werken	(N.) Werken (Schulfach)			•	•		Schule, Nomen	3	c	3
522	Widerspruch	Widerspruch, Gegensatz, widersprüchlich, gegensätzlich, unpassend, konträr	(N.) Widerspruch, Gegensatz$(Adj.) nicht so erwartet, unpassend, es beisst sich, passt nicht zusammen, widersprüchlich, gegensätzlich, stark unterscheidend, konträr$z.B. Einrichtung, Benehmen, Sachlage	•	•	•	•	•	Charakter, Adj._Adv., Nomen	1	c	3
5829	wie_viel	wie viel	(Fragewort) wie viel?	•	•	•	•	•	Geld, Adj. Adv.	2	a	3
5872	Wildleder	Wildleder	(N.) Wildleder	•	•	•	•	•	Kleider, Nomen	1	b	3
3401	Wimper	Wimper	(N.) Wimper, Wimpern (Mensch, Tier)	•	•	•	•	•	Körper, Nomen	1	a	3
736	Woche	Woche	(N.) Woche$Mögliche Modifikation: Nummer Inkorporation (z.B. 2-Wochen, 3-Wochen..)	•	•	•	•	•	Zeit, Nomen	3	a	3
971	Wolle	Wolle	(N.) Wolle	•	•	•	•	•	Kleider, Material, Nomen	1	b	3
693	Wollishofen	Wollishofen	(N., Name) Wollishofen (Quartier der Stadt Zürich)	•	•	•	•	•	Schule, Name, Nomen	3	d	3
4283	Wort_a	Wort geben, Sprechen auffordern	(V.) jmd. das Wort geben, jmd. zum Sprechen auffordern, die Rede übergeben	•	•	•	•	•	Verb	1	c	3
1732	Wort_b	Wort, Begriff	(N.) Wort, Begriff, Wörter	•	•	•	•	•	Nomen	1	c	3
7325	Wortschatz_1	Wortschatz	(N.) Wortschatz	•		•	•	•	Nomen	3	d	3
6729	Wortschatz_2	Wortschatz	(N.) Wortschatz		•				Nomen	3	d	3
690	wunderbar_1	wunderbar, ausgezeichnet, hervorragend	(Adj.) wunderbar, ausgezeichnet, hervorragend, sehr gut (gute Qualität)$z.B. Ferien, Essen, Meer, Stimmung	•	•	•	•	•	Essen, Reisen, Adj._Adv.	2	b	3
3539	wunderbar_2	wunderbar, ausgezeichnet, hervorragend	(Adj.) wunderbar, ausgezeichnet, hervorragend, sehr gut (gute Qualität)$z.B. Ferien, Essen, Meer, Stimmung	•	•	•	•	•	Essen, Reisen, Adj._Adv.	2	b	3
1521	wunderbar_3	wunderbar, ausgezeichnet, hervorragend	(Adj.) wunderbar, ausgezeichnet, hervorragend, sehr gut (gute Qualität)$z.B. Ferien, Essen, Meer, Stimmung	•	•	•	•	•	Essen, Reisen, Adj._Adv.	2	b	3
8384	Wut	Wut, wütend, aufgebracht, zornig, explodieren	(N.) Wut$(Adj.) wütend, aufgebracht, zornig$(V.) aus Wut explodieren, in die Luft gehen	•	•	•	•	•	Charakter, Adj._Adv., Nomen	1	c	3
5955	Yugoslawien_int	Yugoslawien	(N., Name) Yugoslawien	•	•	•	•	•	Geografie, Name, Nomen	4	d	3
5958	zeitlos_1	zeitlos	(Adj.) zeitlos, für immer	•	•	•	•	•	Kleider, Zeit, Adj._Adv.	3	a	3
5921	zeitlos_2	zeitlos	(Adj.) zeitlos	•	•	•	•	•	Kleider, Zeit, Adj._Adv.	3	a	3
5886	zerreissen	zerreissen	(V.) zerreissen, in Stücke reissen (Papier)	•	•	•	•	•	Verb	3	b	3
3254	Ziel	Ziel, Zweck, Absicht	(N.) Ziel, Zweck, Absicht	•	•	•	•	•	Nomen	4	b	3
7177	Zucchini	Zucchini	(N.) Zucchini (Gemüse)	•	•	•	•	•	Essen, Nomen	4	c	3
5339	zugebend	zugeben, eingestehen, eingestanden	(V.) zugeben, eingestehen$(Adj.) eingestanden sein	•	•	•	•	•	Charakter, Adj._Adv.	1	c	3
716	Zukunft	Zukunft, zukünftig, künftig	(N.) Zukunft, in Zukunft$In der Deutschübersetzung kann es sinngemäss auch als Adjektiv (zukünftig, künftig) verwendet werden.	•	•	•	•	•	Zeit Nomen	3	d	3
4219	zurückhalten	zurückhalten, zurückziehen, heraushalten, zurückhaltend, bescheiden, still, unauffällig	(V.) zurückhalten, zurückziehen, heraushalten, sich im Hintergrund halten, nicht einmischen$(Adj.) zurückhaltend, bescheiden, still, unauffällig	•	•	•	•	•	Charakter, Adj._Adv., Verb	1	c	3
702	zusammen_e	zusammen	(Adv.) zusammen, wir beide, wir zwei, zu zweit, gemeinsam (nur zwei Parteien involviert)	•	•	•	•	•	Charakter, Adj._Adv.	1	c	3
5931	zusammenbrechen	zusammenbrechen, zusammenfallen, einstürzen	(V.) zusammenbrechen, zusammenfallen, einstürzen	•	•	•	•	•	Verb	4	d	3
6704	zusammenhängen	zusammenhängen, Zusammenhang, Verbindung, zusammenschliessen, verbinden	(V.) zusammenhängen, verbinden, zusammenschliesse$(N.) Zusammenhang, Verbindung	•	•	•	•	•	Nomen, Verb	3	d	3
1182	zweihundert_1	200, zweihundert	(Zahlwort) zweihundert (200)	•		•	•	•	Nomen	2	a	3
6714	zweihundert_2	200, zweihundert	(Zahlwort) zweihundert (200)		•				Nomen	2	a	3
7176	Zwiebel	Zwiebel	(N.) Zwiebel$Formvariante: reduziert auf 1. Teil	•	•	•	•	•	Essen, Nomen	4	c	3
40	Zwiebelmarkt_1	Zwiebelmarkt, Zibelemärit	(N., Name) Zwiebelmarkt, Zibelemärit (Berner Feiertag)$Notiz: Grosser Spezialmarkt und Fest in der Stadt Bern im November, geschichtlicher Hintergrund, vor allem Verkauf von Zwiebeln (Zwiebel-Kränzen, Zwiebel-Strängen usw.).	•	•	•	•		Feste, Name, Nomen	3	b	3
5977	Zwiebelmarkt_2	Zwiebelmarkt, Zibelemärit	(N., Name) Zwiebelmarkt, Zibelemärit (Berner Feiertag)$Notiz: Grosser Spezialmarkt und Fest in der Stadt Bern im November, geschichtlicher Hintergrund, vor allem Verkauf von Zwiebeln (Zwiebel-Kränzen, Zwiebel-Strängen usw.).					•	Feste, Name, Nomen	3	b	3
5778	Zypern_int	Zypern	(N., Name) Zypern (Land) (auch internationale Gebärde)	•	•	•	•	•	Geografie, Name, Nomen	4	d	3
17	falsch	falsch, unkorrekt, fehlerhaft, verkehrt	(Adj., Adv.) falsch, unkorrekt, nicht richtig, fehlerhaft, verkehrt$z.B. Antwort, Weg$Formvariante: Handform = Faust	•	•	•	•	•	Adj._Adv.	1	d	3
3144	ab_c	absagen, abblasen, Absage, fallenlassen 	(V.) absagen, abblasen, nicht stattfinden lassen (Anlass, Termin, Datum, Treffen)$z.B.$- Ich sage diese Verabredung ab!$- eine Absage erhalten$Die DSGS kennt ABSAGEN nur als Verb. Bei Übersetzungen ins Deutsche wird es sinngemäss auch als Nomen (die Absage) verwendet.	•	•	•	•	•		2	c	4
3719	Abenteuer	Abenteuer	(N.) Abenteuer, risikoreiches Unterfangen$z.B. ein Abenteuer erleben auf der Safarireise	•	•	•	•	•		1	d	4
2321	abhängig	abhängig, angewiesen, gewohnt, vertraut	(Adj.) abhängig, angewiesen sein auf, gewohnt sein an etwas, vertraut sein mit (neutral)$z.B.$- das hängt von seiner Entscheidung ab	•	•	•	•	•		2	d	4
7414	abklären	abklären	(V.) abklären	•	•	•	•	•		2	c	4
3790	Abkürzung	Abkürzung, Abbreviatur, Kürzel, Kurzwort	(N.) Abkürzung, Abbreviatur, Kürzel, Kurzwort$z.B.$SGB = Abkürzung für «Schweizerischer Gehörlosenbund»$z.B. = Abkürzung von «zum Beispiel»	•	•	•	•	•		3	d	4
392	ablehnen	ablehnen, missachten, ignorieren	(V.) ablehnen, nicht annehmen$z.B. Auftrag, Geschenk, Antrag, Zahlung, Person$(V.) ignorieren, missachten$z.B. Parkplatzverbot, Vorschrift, Termin, Abmachung	•	•	•	•	•		2	d	4
7441	ablenken	ablenken	(V.) ablenken	•	•	•	•	•		3	b	4
4817	abschicken	abschicken	(V.) abschicken (z.B. Brief)	•	•	•	•	•		2	d	4
3421	Abschluss	Abschluss, abschliessen, Ende, beenden, abgeschlossen, beendet	(N.) Abschluss, Ende$z.B.$- Projekt-Abschluss$- Buchhaltungs-Abschluss, Buchhaltung abschliessen$- Sitzungs-Abschluss, Sitzung ist beendet$oft in Kombination:$ABSCHLUSS PRÜFUNG$ABSCHLUSS FEIER$Die DSGS kennt ABSCHLUSS nur als Nomen. In der Deutschübersetzung kann es sinngemäss auch als Verb (beenden, abschliessen) oder als Adjektiv (beendet, abgeschlossen,$z.B. Sitzung) verwendet werden.	•	•	•	•	•	Ausbildung	2	a	4
5111	Abschlussprüfung_1	Abschlussprüfung	(N.) Abschlussprüfung		•	•	•	•	Ausbildung	1	c	4
7891	Abschlussprüfung_2	Abschlussprüfung	(N.) Abschlussprüfung	•					Ausbildung	1	c	4
7839	abstrakt	abstrakt	(Adj.) abstrakt	•	•	•	•	•		2	a	4
7537	einstürzen	einstürzen	(V.) einstürzen (Haus)	•	•	•	•	•		3	c	4
7486	abstürzen	abstürzen	(V.) abstürzen (Flugzeug)	•	•	•	•	•		2	b	4
6940	Abteilungsleiter	Abteilungsleiter	(N.) Abteilungsleiter	•	•	•	•	•	Beruf	1	b	4
7474	Adresse_2	Adresse	(N.) Adresse	•	•	•	•	•		2	a	4
2824	Ägypten	Ägypten, ägyptisch	(N., Name) Ägypten (Land)$(Adj.) ägyptisch	•	•	•	•	•	Geografie	3	c	4
7812	Ägypten_int	Ägypten, ägyptisch	(N., Name), (internationale Gebärde) Ägypten (Land)$(Adj.) ägyptisch	•	•	•	•	•	Geografie	3	c	4
7822	Äthiopien_int	Äthiopien, äthiopisch	(N., Name), (internationale Gebärde) Äthiopien (Land)$(Adj.) äthiopisch	•	•	•	•	•	Geografie	3	c	4
3736	aktuell	aktuell	(Adj.) aktuell	•	•	•	•	•		2	a	4
161	akzeptieren_b	akzeptieren, fügen	(V.) akzeptieren, sich fügen, gezwungen sein, schlucken müssen, akzeptieren müssen, keine andere Wahl haben, widerwillig oder ungerechtfertigterweise etwas annehmen müssen	•	•	•	•	•		3	b	4
7810	Algerien_int	Algerien, algerisch	(N., Name), (internationale Gebärde) Algerien (Land)$(Adj.) algerisch	•	•		•	•	Geografie	3	d	4
3741	allgemein	allgemein	(Adj.) allgemein$z.B.$- etwas im Allgemeinen für gut befinden$- zum Doktor gehen für eine allgemeine Untersuchung$- die allgemeinen Schulfächer$- im Allgemeinen geht es mir gut	•	•	•	•	•		2	d	4
7456	Ambulanz	Ambulanz	(N.) Ambulanz	•	•	•	•	•		4	a	4
1093	Amsterdam	Amsterdam	(N., Name) Amsterdam (Hauptstadt von Holland)	•	•	•	•	•	Geografie	3	a	4
7545	Anerkennung	Anerkennung	(N.) Anerkennung	•	•	•	•	•	Ausbildung, Beruf	3	d	4
5813	angreifen	angreifen, Angriff	(V.) angreifen$(N.) Angriff	•	•	•	•	•		3	b	4
3752	ankreuzen	ankreuzen	(V.) ankreuzen	•	•	•	•	•		2	c	4
482	anmelden	anmelden, Anmeldung	(V.) sich anmelden$(schriftlich, telefonisch, per Fax, per E-Mail)$(N.) Anmeldung	•	•	•	•	•	Ausbildung	1	d	4
7476	annehmen	annehmen	(V.) annehmen	•	•	•	•	•		2	a	4
2017	annullieren	annullieren, streichen, absagen, verboten	(V.) annullieren, streichen, nicht durchführen, absagen$z.B. einen offiziellen Anlass, Termin, einen Sportmatch, einen Flug$(Adj.) annulliert$(Adj.) streng verboten	•	•	•	•	•		4	b	4
7429	anpassen_b	anpassen	(V.) anpassen	•	•	•	•	•		2	c	4
8280	anschauen	anschauen, betrachten, angucken, besichtigen	(V.) anschauen, betrachten, angucken, besichtigen$z.B. Bilder, Schaufenster usw.	•	•	•	•	•		3	b	4
7561	Ansicht	Ansicht	(N.) Ansicht	•	•	•	•	•		4	b	4
9126	anstrengen	anstrengen	(V.) sich anstrengen	•	•	•	•	•		3	b	4
7475	Antrag	Antrag	(N.) Antrag	•	•	•	•	•		2	a	4
8156	Anwalt_1	Anwalt, Anwältin	(N.) Anwalt, Anwältin$z.B. Rechtsanwalt, Verteidiger	•	•	•	•	•	Beruf	4	a	4
413	Anwalt_2	Anwalt, Anwältin	(N.) Anwalt, Anwältin$z.B. Rechtsanwalt, Verteidiger	•	•	•	•	•	Beruf	4	a	4
3758	Arabien	Arabien, arabisch	(N., Name) Arabien (Gebiet der arabischen Halbinsel)$(Adj.) arabisch	•	•	•	•	•	Geografie	4	a	4
476	arbeitslos_1	arbeitslos, erwerbslos	(Adj.) arbeitslos, erwerbslos	•	•		•	•	Beruf	4	b	4
532	arbeitslos_2	arbeitslos, erwerbslos	(Adj.) arbeitslos, erwerbslos			•		•	Beruf	4	b	4
7860	arbeitslos_3	arbeitslos, erwerbslos	(Adj.) arbeitslos, erwerbslos		•			•	Beruf	4	b	4
7468	Arbeitstag_1	Arbeitstag	(N.) Arbeitstag		•	•	•	•	Beruf	2	a	4
7899	Arbeitstag_2	Arbeitstag	(N.) Arbeitstag	•					Beruf	2	a	4
3761	Argentinien	Argentinien, argentinisch	(N., Name) Argentinien (Land)$(Adj.) argentinisch	•					Geografie	3	d	4
7793	Argentinien_int	Argentinien, argentinisch	(N., Name), (internationale Gebärde) Argentinien (Land)$(Adj.) argentinisch	•	•	•	•	•	Geografie	3	d	4
3232	arm_a	arm, bedauernswert	(Adj.) arm, bedauernswert (oft ironisch gemeint)$z.B.$- Du armer Kerl!$- Du armer Tropf!	•	•	•	•	•		2	b	4
4229	arm_b	arm, mittellos, mausarm	(Adj.) arm, mittellos, mausarm, sich im Elend befindend$z.B.$- arme Leute im Elendsviertel$- arm wie eine Kirchenmaus, mausarm sein	•	•	•	•	•		3	a	4
3762	Asthma	Asthma	(N.) Asthma	•	•	•	•	•		2	b	4
7826	Athen	Athen, athenisch	(N., Name)  Athen (Hauptstadt von Griechenland)$(Adj.) athenisch	•	•	•	•	•	Geografie	3	c	4
5134	aufmachen	aufmachen, öffnen	(V.) aufmachen, öffnen (Gegenstände mit Griff)$z.B. Fenster, Türe, Kasten	•	•	•	•	•		4	c	4
3766	Aufnahmeprüfung_1	Aufnahmeprüfung	(N.) Aufnahmeprüfung		•	•	•	•	Ausbildung	2	d	4
7888	Aufnahmeprüfung_2	Aufnahmeprüfung	(N.) Aufnahmeprüfung	•					Ausbildung	2	d	4
7553	Augenoptiker	Augenoptiker, Augenoptikerin	(N.) Augenoptiker, Augenoptikerin	•	•	•	•	•	Beruf	1	c	4
462	Ausdruck	Ausdruck, ausdrücken	(N.) Ausdruck, künstlerischer Ausdruck$(V.) sich ausdrücken	•	•	•	•	•		1	c	4
2831	auslachen_1	auslachen, spötteln	(V.) auslachen, spötteln, sich lustig machen$z.B. jmdn. auslachen, wegen eines Missgeschickes, seltsamer Aufmachung, Kleidung	•	•	•	•	•		4	d	4
7588	auslachen_2	auslachen, spötteln	(V.) auslachen, spötteln, sich lustig machen$z.B. jmdn. auslachen, wegen eines Missgeschickes, seltsamer Aufmachung, Kleidung	•	•	•	•	•		4	d	4
6289	Ausländer	Ausländer, Ausländerin	(N.) Ausländer, Ausländerin$Notiz: Wird im Zusammenhang mit Arbeit auch für den deutschen Begriff «Fremdarbeiter» verwendet.	•	•	•	•	•		3	d	4
7418	Ausrede_1	Ausrede, Entschuldigung	(N.) Ausrede, faule Ausrede, billige Entschuldigung	•	•	•	•	•		2	b	4
3777	Ausrede_2	Ausrede, Entschuldigung	(N.) Ausrede, faule Ausrede, billige Entschuldigung	•	•	•	•	•		2	b	4
7551	Autolackierer	Autolackierer, Autolackiererin	(N.) Autolackierer, Autolackiererin	•	•	•	•	•	Beruf	1	c	4
9044	Autospengler	Autospengler, Autospenglerin	(N.) Autospengler, Autospenglerin	•	•	•	•	•	Beruf	1	c	4
7827	Bangkok	Bangkok	(N., Name) Bangkok (Hauptstadt von Thailand)	•	•	•	•	•	Geografie	4	a	4
7835	Barcelona	Barcelona	(N., Name) Barcelona (span. Stadt)	•	•	•	•	•	Geografie	2	a	4
7401	Basis	Basis, Grundlage, grundlegend	(N.) Basis,  Grundlage$(Adj.) grundlegend	•	•	•	•	•	Ausbildung	1	d	4
7493	Bedingung	Bedingung	(N.) Bedingung	•	•	•	•	•		2	c	4
6258	beeinflussen	beeinflussen, Einfluss	(V.) beeinflussen$(Adj.) beeinflusst werden$z.B. schlechten oder guten Einfluss auf jemanden haben$(N.) Einfluss	•	•	•	•	•		3	a	4
7571	befürchten	befürchten	(V.) befürchten	•	•	•	•	•		4	b	4
1703	begeistert	begeistert, freuen, entzückt	(Adj.) begeistert sein, sich riesig freuen, entzückt sein$z.B. von etwas hell begeistert sein, sich sehr über etwas freuen	•	•	•	•	•		2	a	4
7008	begleiten	begleiten, folgen, mitgehen	(V.) begleiten, jemandem folgen, mitgehen	•	•	•	•	•		1	a	4
5264	behindert	behindert, handikapiert, Behinderung	(Adj.) behindert, handikapiert$Die DSGS kennt BEHINDERT nur als Adjektiv. In der Übersetzung ins Deutsche kann es sinngemäss auch als Nomen (die Behinderung) verwendet werden.$Kombination:$ein Behinderter = BEHINDERT+PERSON	•	•	•	•	•		1	a	4
7515	belasten_c	belasten	(V.) belasten (jemanden belasten)	•	•	•	•	•		2	d	4
2846	Berater	Berater, Beraterin, Ratgeber, Ratgeberin, Beratung, beraten	(N.) Berater, Beraterin, Ratgeber, Ratgeberin$z.B. Er ist ein guter Berater.$(V.) beraten$z.B. Wer kann mich beraten?	•	•	•	•	•	Beruf	2	c	4
9130	Beratungsstelle_1	Beratungsstelle, Infostelle	(N.) Beratungsstelle, Infostelle	•	•	•		•	Ausbildung, Beruf	2	c	4
8984	Beratungsstelle_2	Beratungsstelle, Infostelle	(N.) Beratungsstelle, Infostelle	•	•	•	•	•	Ausbildung, Beruf	2	c	4
1087	Berlin	Berlin	(N., Name) Berlin (Hauptstadt von Deutschland)	•	•	•	•	•	Geografie	3	a	4
7902	Beruf_2	Beruf	(N.) Beruf	•				•	Beruf	1	b	4
7492	berufsbegleitend	berufsbegleitend	(Adj.) berufsbegleitend	•	•	•	•	•	Ausbildung, Beruf	2	c	4
6248	Berufsberater	Berufsberater, Berufsberaterin	(N.) Berufsberater, Berufsberaterin	•	•	•	•	•	Ausbildung, Beruf	2	c	4
6276	Berufsmatura_1	Berufsmatura	(N.) Berufsmatura$z.B. Nach Gymnasium kommt die Maturität	•	•	•	•	•	Ausbildung, Beruf	1	a	4
7873	Berufsmatura_2	Berufsmatura	(N.) Berufsmatura$z.B. Nach Gymnasium kommt die Maturität	•	•	•		•	Ausbildung, Beruf	1	a	4
9082	Berufsschule	Berufsschule	(N.) Berufsschule	•	•	•	•	•	Ausbildung, Beruf	1	b	4
4301	berühmt	berühmt, prominent	(Adj.) berühmt, prominent, sehr bekannt	•	•	•	•	•		4	b	4
4237	beschäftigt_b	beschäftigt, beschäftigen, nachdenken, nachdenklich	(Adj.) beschäftigt, nachdenklich$z.B. etwas beschäftigt mich, macht mich nachdenklich$(V.) beschäftigen (sich), lange nachdenken über etwas, sich viele Gedanken machen, sich gedanklich mit etwas beschäftigen	•	•	•	•	•		1	d	4
8255	beschäftigt_a	beschäftigen, beschäftigt, bewegt	(V.) sich beschäftigen, innerlich beansprucht werden$(Adj.) innerlich, emotional beschäftigt sein, «Bauchweh haben» wegen einem Problem, bewegt sein$z.B. wegen Problemen im Geschäft, mit den Kindern, in der Schule, mit dem Partner	•	•	•	•	•		1	d	4
9111	beschränkt	beschränkt, beschränken, einengen	(Adj.) beschränkt$(V.) beschränken, einengen	•	•	•	•	•		4	d	4
2848	besetzt	besetzt, belegt	(Adj.) besetzt$z.B. Tisch, Stelle, Telefon, Termin, Person$Notiz: Auch für eine Person, die verheiratet, vergeben, verlobt, nicht mehr zu haben ist.	•	•	•	•	•		3	d	4
527	besitzen	besitzen, Besitz, Reichtum, Eigentum	(V.) besitzen, haben$Notiz: Für wirklichen Besitz, nicht für kleine Alltagsgegenstände.$In der Deutschübersetzung auch als Nomen (Besitz, Reichtum, Eigentum) verwendbar.	•	•	•	•	•		3	b	4
1240	Bestätigung_a	Bestätigung, Beweis, bestätigen, beweisen	(N.) Bestätigung, Beweis$(V.) bestätigen, beweisen	•	•	•	•	•		2	d	4
3811	Bestätigung_b	Bestätigung, Beweis	(N.) Bestätigung, Beweis	•	•	•	•	•	Ausbildung	2	d	4
104	bestehen_1	bestehen, bestanden	(V.) bestehen, bestanden, erfolgreich absolviert (Prüfung)	•	•	•	•	•	Ausbildung	1	d	4
7398	bestehen_2	bestehen, bestanden	(V.) bestehen, bestanden, erfolgreich absolviert (Prüfung)					•	Ausbildung	1	d	4
6253	Bewerbung	Bewerbung, Stellenbewerbung, Bewerbungsschreiben, bewerben	(N.) Bewerbung, Stellenbewerbung$(N.) Bewerbungsschreiben$(V.) bewerben, sich für eine Stelle bewerben, eine Bewerbung schreiben	•	•	•	•	•	Ausbildung, Beruf	1	b	4
7909	Bewusstsein	Bewusstsein, Absichtlichkeit, bewusst, absichtlich, wissentlich	(N.) Bewusstsein, Absichtlichkeit$(Adj.) bewusst, absichtlich, wissentlich	•	•	•	•	•		1	a	4
7425	bezahlen	bezahlen	(V.) bezahlen	•	•	•	•	•		2	c	4
1050	Biel	Biel, Bienne	(N., Name) Biel (schweiz. Stadt)	•	•	•	•	•	Geografie	1	d	4
7342	Bildhauer	Bildhauer, Bildhauerin	(N.) Bildhauer, Bildhauer	•	•	•	•	•	Beruf	3	c	4
7542	bilingual	bilingual, zweisprachig	(Adj.) bilingual, zweisprachig	•	•	•	•	•		3	d	4
7452	Bin_Laden	Bin Laden	(N., Name) Bin Laden (weltweit  gesuchter Terrorist, insbesondere wegen der ihm zugeschriebenen Anschläge am 11. September 2001)	•	•	•	•	•		4	a	4
3822	Biologie	Biologie, Biologe, Biologin	(N.) Biologie$(N.) Biologe, Biologin	•	•	•	•	•	Ausbildung, Beruf	1	d	4
9047	bis_heute_1	bis_heute	(Adv.) bis_heute	•	•	•	•	•		2	c	4
7910	bis_heute_2	bis_heute	(Adv.) bis_heute	•	•	•	•	•		2	c	4
5046	Blitz	Blitz, Wetterleuchten, blitzen	(N.) Blitz, Wetterleuchten (Wetter)$z.B. Es blitzt. = BLITZ BLITZ$Die DSGS kennt BLITZ nur als Nomen. In der Deutschübersetzung kann es sinngemäss auch als Verb (blitzen, es blitzte) verwendet werden.	•	•	•	•	•		1	c	4
5393	blockiert_a	blockiert, versperrt, blockieren, versperren, Hindernis	(Adj.) blockiert, versperrt$(V.) blockieren, versperren$z.B.$- keinen Zugang haben = EINGANG BLOCKIERT$- Der umgestürzte Baum war ein grosses Hindernis. = BAUM UM, STRASSE BLOCKIERT.	•	•	•	•	•		1	d	4
847	blockiert_b	blockiert	(Adj.) blockiert (sein, fühlen), funktioniert nicht$z.B. Maschine, Gedanken, Denken und Handeln	•	•	•	•	•		1	a	4
9385	Blockwoche	Blockwoche	(N.) Blockwoche	•	•	•	•	•	Ausbildung	3	b	4
5096	Blumenstrauss	Blumenstrauss, Strauss	(N.) Blumenstrauss, Strauss	•	•	•	•	•		2	c	4
3034	Blut	Blut, Blutung, bluten, vergiessen	(N.) Blut, Blutung$(V.) bluten, vergiessen$Hinweis: Oft auch dort ausgeführt, wo das Blut austritt, bzw. dort, wo sich die Wunde befindet.	•	•	•	•	•		1	c	4
